movieid,title,genres,clean_text
10138,Iron Man 2,Adventure Action Science Fiction,adventure action science fiction malibu marvel comic superhero based comic book revenge aftercreditsstinger marvel cinematic universe world aware dual life armored superhero iron man billionaire inventor tony stark faces pressure government press public share technology military unwilling let go invention stark pepper potts james rhodey rhodes side must forge new alliances confront powerful enemies robert downey jr gwyneth paltrow cheadle scarlett johansson mickey rourke
58595,Snow White and the Huntsman,Adventure Fantasy Drama,adventure fantasy drama queen magic fairy tale immortality forest deception woman eternal youth snow white evil queen evil stepmother imprisoned sorceress evil queen marries king performs violent coup king murdered daughter snow white taken captive almost decade later grown snow white still clutches queen order obtain immortality evil queen needs heart snow white snow escapes castle queen sends huntsman find dark forest kristen stewart charlize theron chris hemsworth sam claflin ian mcshane
102651,Maleficent,Fantasy Adventure Action Family Romance,fantasy adventure action family romance fairy tale villain sleeping beauty dark fantasy based fairy tale adaptation retelling literary adaptation untold story disneys iconic villain classic sleeping beauty beautiful purehearted young woman maleficent idyllic life growing peaceable forest kingdom one day invading army threatens harmony land maleficent rises lands fiercest protector ultimately suffers ruthless betrayal act begins turn heart stone bent revenge maleficent faces epic battle invading kings successor result places curse upon newborn infant aurora child grows maleficent realizes aurora holds key peace kingdom maleficents true happiness well angelina jolie elle fanning sharlto copley sam riley juno temple
119450,Dawn of the Planet of the Apes,Science Fiction Action Drama Thriller,science fiction action drama thriller leader colony postapocalyptic dystopia forest sequel woods ape scientist monkey medical research animal attack plague group scientists san francisco struggle stay alive aftermath plague wiping humanity caesar tries maintain dominance community intelligent apes andy serkis jason clarke gary oldman keri russell toby kebbell
79698,The Lovers,Action Adventure Science Fiction Romance,action adventure science fiction romance lovers epic romance time travel adventure film helmed roland joff story ajey jhankar film sweeping tale impossible love set backdrop first anglomaratha war across two time periods continents centred around four characters british officer th century colonial india indian woman falls deeply love american presentday marine biologist wife josh hartnett simone kessell tamsin egerton alice englert bipasha basu
64686,47 Ronin,Drama Action Adventure Fantasy,drama action adventure fantasy japan suicide samurai based true story samurai sword ronin shogun half breed based original movie japan ancient japans enduring tale epic fantasyadventure ronin born keanu reeves leads cast kai outcast joins oishi hiroyuki sanada leader outcast samurai together seek vengeance upon treacherous overlord killed master banished kind restore honor homeland warriors embark upon quest challenges series trials would destroy ordinary warriors keanu reeves hiroyuki sanada kou shibasaki tadanobu asano min tanaka
100402,Captain America: The Winter Soldier,Action Adventure Science Fiction,action adventure science fiction washington dc future shield marvel comic superhero based comic book captain america aftercreditsstinger duringcreditsstinger marvel cinematic universe political thriller cataclysmic events new york avengers steve rogers aka captain america living quietly washington dc trying adjust modern world shield colleague comes attack steve becomes embroiled web intrigue threatens put world risk joining forces black widow captain america struggles expose everwidening conspiracy fighting professional assassins sent silence every turn full scope villainous plot revealed captain america black widow enlist help new ally falcon however soon find unexpected formidable enemythe winter soldier chris evans samuel jackson scarlett johansson robert redford sebastian stan
10192,Shrek Forever After,Comedy Adventure Fantasy Animation Family,comedy adventure fantasy animation family ogre bored domesticated shrek pacts dealmaker rumpelstiltskin get back feeling like real ogre hes duped sent twisted version far far awaywhere rumpelstiltskin king ogres hunted fiona never methe sets restore world reclaim true love mike myers eddie murphy cameron diaz antonio banderas julie andrews
158852,Tomorrowland,Adventure Family Mystery Science Fiction,adventure family mystery science fiction inventor apocalypse destiny imax dreamer futuristic car futuristic city bound shared destiny bright optimistic teen bursting scientific curiosity former boygenius inventor jaded disillusionment embark dangerfilled mission unearth secrets enigmatic place somewhere time space exists collective memory tomorrowland britt robertson george clooney raffey cassidy thomas robinson hugh laurie
177572,Big Hero 6,Adventure Family Animation Action Comedy,adventure family animation action comedy brother brother relationship hero talent revenge best friend another dimension robot boy genius hate aftercreditsstinger moral dilemma teen superheroes dead brother special bond develops plussized inflatable robot baymax prodigy hiro hamada team group friends form band hightech heroes scott adsit ryan potter daniel henney tj miller jamie chung
